emp_no,gender,marital_status,age_band,age,department,education,education_field,job_role,business_travel,employee_count,attrition,attrition_label,job_satisfaction,active_employee
11317,Male,Divorced,35 - 44,42,R&D,Master's Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,1,1
11318,Male,Divorced,25 - 34,25,R&D,High School,Other,Laboratory Technician,Travel_Rarely,1,No,Current Employees,3,1
11319,Male,Married,35 - 44,41,R&D,Doctoral Degree,Medical,Research Scientist,Travel_Rarely,1,No,Current Employees,3,1
11320,Male,Married,Over 55,55,R&D,Master's Degree,Life Sciences,Healthcare Representative,Travel_Rarely,1,No,Current Employees,3,1
11321,Male,Married,35 - 44,38,R&D,Bachelor's Degree,Medical,Healthcare Representative,Travel_Rarely,1,No,Current Employees,4,1
11322,Male,Married,25 - 34,33,R&D,Master's Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,No,Current Employees,3,1
11323,Male,Married,25 - 34,29,R&D,Associates Degree,Other,Laboratory Technician,Travel_Rarely,1,No,Current Employees,2,1
11324,Male,Married,35 - 44,36,R&D,Bachelor's Degree,Life Sciences,Healthcare Representative,Travel_Rarely,1,No,Current Employees,1,1
11325,Male,Married,35 - 44,35,R&D,Master's Degree,Medical,Laboratory Technician,Travel_Rarely,1,No,Current Employees,3,1
11326,Male,Married,45 - 54,45,R&D,Bachelor's Degree,Technical Degree,Manufacturing Director,Travel_Rarely,1,No,Current Employees,4,1
11327,Male,Married,25 - 34,34,R&D,Master's Degree,Medical,Research Scientist,Travel_Rarely,1,No,Current Employees,4,1
11328,Male,Single,25 - 34,29,R&D,High School,Medical,Laboratory Technician,Travel_Rarely,1,No,Current Employees,1,1
11329,Male,Single,35 - 44,44,R&D,Bachelor's Degree,Medical,Research Scientist,Travel_Rarely,1,No,Current Employees,4,1
11330,Male,Single,25 - 34,33,R&D,Doctoral Degree,Life Sciences,Healthcare Representative,Travel_Rarely,1,No,Current Employees,3,1
11331,Male,Divorced,25 - 34,29,Sales,Bachelor's Degree,Medical,Sales Executive,Travel_Rarely,1,No,Current Employees,2,1
11332,Male,Divorced,45 - 54,46,Sales,Bachelor's Degree,Life Sciences,Sales Executive,Travel_Rarely,1,No,Current Employees,4,1
11333,Male,Divorced,35 - 44,42,Sales,Master's Degree,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,4,1
11334,Male,Married,25 - 34,34,Sales,Bachelor's Degree,Technical Degree,Sales Executive,Travel_Rarely,1,No,Current Employees,3,1
11335,Male,Married,45 - 54,50,Sales,Bachelor's Degree,Marketing,Manager,Travel_Rarely,1,No,Current Employees,3,1
11336,Male,Married,35 - 44,43,Sales,Bachelor's Degree,Medical,Sales Executive,Travel_Rarely,1,No,Current Employees,4,1
11337,Male,Married,25 - 34,34,Sales,Bachelor's Degree,Life Sciences,Sales Executive,Travel_Rarely,1,No,Current Employees,4,1
11338,Male,Single,Under 25,21,Sales,High School,Medical,Sales Representative,Travel_Rarely,1,No,Current Employees,1,1
11339,Male,Single,35 - 44,41,Sales,Associates Degree,Life Sciences,Sales Executive,Travel_Rarely,1,No,Current Employees,3,1
11340,Female,Married,25 - 34,31,R&D,Bachelor's Degree,Medical,Research Director,Non-Travel,1,No,Current Employees,3,1
11341,Female,Married,45 - 54,45,Sales,Master's Degree,Life Sciences,Sales Executive,Non-Travel,1,No,Current Employees,3,1
11342,Female,Divorced,45 - 54,54,R&D,Master's Degree,Medical,Manager,Travel_Frequently,1,No,Current Employees,4,1
11343,Female,Single,35 - 44,38,R&D,Bachelor's Degree,Medical,Laboratory Technician,Travel_Frequently,1,No,Current Employees,2,1
11344,Female,Single,25 - 34,31,R&D,High School,Technical Degree,Manufacturing Director,Travel_Frequently,1,No,Current Employees,4,1
11345,Female,Married,45 - 54,45,HR,Bachelor's Degree,Life Sciences,Human Resources,Travel_Rarely,1,No,Current Employees,3,1
11346,Female,Divorced,25 - 34,28,R&D,Bachelor's Degree,Medical,Manufacturing Director,Travel_Rarely,1,No,Current Employees,1,1
11347,Female,Married,25 - 34,26,R&D,Bachelor's Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,4,1
11348,Female,Married,35 - 44,41,R&D,Master's Degree,Life Sciences,Manufacturing Director,Travel_Rarely,1,No,Current Employees,2,1
11349,Female,Married,Over 55,56,R&D,Associates Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,1,1
11350,Female,Married,45 - 54,54,R&D,Doctoral Degree,Medical,Manager,Travel_Rarely,1,No,Current Employees,3,1
11351,Female,Married,45 - 54,49,R&D,Associates Degree,Medical,Laboratory Technician,Travel_Rarely,1,No,Current Employees,1,1
11352,Female,Married,25 - 34,28,R&D,Bachelor's Degree,Medical,Research Scientist,Travel_Rarely,1,No,Current Employees,1,1
11353,Female,Married,25 - 34,27,Sales,High School,Medical,Sales Representative,Travel_Rarely,1,No,Current Employees,3,1
11354,Female,Married,35 - 44,41,Sales,Bachelor's Degree,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,2,1
11355,Female,Married,35 - 44,35,Sales,Master's Degree,Life Sciences,Sales Representative,Travel_Rarely,1,No,Current Employees,3,1
11356,Female,Married,25 - 34,34,Sales,Bachelor's Degree,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,3,1
11357,Male,Divorced,Over 55,56,R&D,Master's Degree,Life Sciences,Healthcare Representative,Non-Travel,1,No,Current Employees,3,1
11358,Male,Married,35 - 44,36,R&D,Master's Degree,Life Sciences,Laboratory Technician,Non-Travel,1,No,Current Employees,2,1
11359,Male,Married,45 - 54,45,R&D,High School,Life Sciences,Healthcare Representative,Non-Travel,1,No,Current Employees,3,1
11360,Male,Married,35 - 44,42,R&D,Master's Degree,Technical Degree,Research Scientist,Non-Travel,1,No,Current Employees,3,1
11361,Male,Single,25 - 34,26,R&D,Bachelor's Degree,Medical,Laboratory Technician,Non-Travel,1,No,Current Employees,4,1
11362,Male,Divorced,Over 55,58,Sales,Bachelor's Degree,Medical,Manager,Non-Travel,1,No,Current Employees,2,1
11363,Male,Divorced,35 - 44,36,Sales,Master's Degree,Marketing,Sales Executive,Non-Travel,1,No,Current Employees,4,1
11364,Male,Single,35 - 44,36,HR,High School,Human Resources,Human Resources,Travel_Frequently,1,No,Current Employees,4,1
11365,Male,Divorced,25 - 34,33,R&D,Associates Degree,Life Sciences,Healthcare Representative,Travel_Frequently,1,No,Current Employees,3,1
11366,Male,Married,25 - 34,31,R&D,Bachelor's Degree,Life Sciences,Research Scientist,Travel_Frequently,1,No,Current Employees,1,1
11367,Male,Married,45 - 54,48,R&D,Doctoral Degree,Medical,Manager,Travel_Frequently,1,No,Current Employees,4,1
11368,Male,Married,35 - 44,43,Sales,Master's Degree,Life Sciences,Sales Executive,Travel_Frequently,1,No,Current Employees,4,1
11369,Male,Divorced,25 - 34,30,HR,Bachelor's Degree,Life Sciences,Human Resources,Travel_Rarely,1,No,Current Employees,3,1
11370,Male,Divorced,Over 55,60,R&D,Master's Degree,Medical,Healthcare Representative,Travel_Rarely,1,No,Current Employees,4,1
11371,Male,Divorced,35 - 44,36,R&D,Associates Degree,Life Sciences,Healthcare Representative,Travel_Rarely,1,No,Current Employees,1,1
11372,Male,Divorced,35 - 44,41,R&D,Master's Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,No,Current Employees,1,1
11373,Male,Divorced,35 - 44,42,R&D,Bachelor's Degree,Medical,Laboratory Technician,Travel_Rarely,1,No,Current Employees,2,1
11374,Male,Married,35 - 44,39,R&D,Bachelor's Degree,Medical,Manufacturing Director,Travel_Rarely,1,No,Current Employees,2,1
11375,Male,Married,35 - 44,39,R&D,Associates Degree,Medical,Manufacturing Director,Travel_Rarely,1,No,Current Employees,1,1
11376,Male,Married,Over 55,55,R&D,Master's Degree,Technical Degree,Research Scientist,Travel_Rarely,1,No,Current Employees,4,1
11377,Male,Married,Over 55,57,R&D,Associates Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,3,1
11378,Male,Married,35 - 44,43,R&D,Associates Degree,Life Sciences,Research Director,Travel_Rarely,1,No,Current Employees,3,1
11379,Male,Married,35 - 44,41,R&D,Bachelor's Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,4,1
11380,Male,Married,45 - 54,45,R&D,Bachelor's Degree,Technical Degree,Research Scientist,Travel_Rarely,1,No,Current Employees,4,1
11381,Male,Single,45 - 54,47,R&D,Bachelor's Degree,Medical,Healthcare Representative,Travel_Rarely,1,No,Current Employees,3,1
11382,Male,Single,35 - 44,39,R&D,High School,Medical,Research Director,Travel_Rarely,1,No,Current Employees,3,1
11383,Male,Single,25 - 34,32,R&D,Bachelor's Degree,Medical,Manager,Travel_Rarely,1,No,Current Employees,4,1
11384,Male,Single,25 - 34,32,R&D,Master's Degree,Life Sciences,Manufacturing Director,Travel_Rarely,1,No,Current Employees,4,1
11385,Male,Single,35 - 44,42,R&D,Associates Degree,Other,Manager,Travel_Rarely,1,No,Current Employees,4,1
11386,Male,Married,Over 55,55,Sales,Doctoral Degree,Marketing,Manager,Travel_Rarely,1,No,Current Employees,4,1
11387,Male,Married,25 - 34,34,Sales,Associates Degree,Technical Degree,Sales Executive,Travel_Rarely,1,No,Current Employees,3,1
11388,Male,Single,25 - 34,34,Sales,Bachelor's Degree,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,4,1
11389,Female,Married,45 - 54,53,R&D,Master's Degree,Medical,Manufacturing Director,Non-Travel,1,No,Current Employees,3,1
11390,Female,Divorced,25 - 34,33,Sales,Bachelor's Degree,Life Sciences,Sales Executive,Non-Travel,1,No,Current Employees,4,1
11391,Female,Married,35 - 44,37,R&D,Bachelor's Degree,Life Sciences,Research Director,Travel_Rarely,1,No,Current Employees,4,1
11392,Female,Married,Over 55,58,R&D,Bachelor's Degree,Medical,Research Director,Travel_Rarely,1,No,Current Employees,1,1
11393,Female,Married,35 - 44,36,R&D,Master's Degree,Other,Research Scientist,Travel_Rarely,1,No,Current Employees,2,1
11394,Female,Divorced,25 - 34,25,Sales,Associates Degree,Other,Sales Executive,Travel_Rarely,1,No,Current Employees,3,1
11395,Female,Married,35 - 44,38,Sales,Master's Degree,Marketing,Sales Representative,Travel_Rarely,1,No,Current Employees,4,1
11396,Male,Single,35 - 44,40,HR,Associates Degree,Medical,Manager,Travel_Rarely,1,No,Current Employees,4,1
11397,Male,Married,25 - 34,27,R&D,Bachelor's Degree,Life Sciences,Manufacturing Director,Travel_Rarely,1,No,Current Employees,2,1
11398,Male,Married,35 - 44,37,R&D,Master's Degree,Medical,Research Scientist,Travel_Rarely,1,No,Current Employees,1,1
11399,Male,Married,25 - 34,34,Sales,Associates Degree,Technical Degree,Sales Representative,Travel_Rarely,1,No,Current Employees,3,1
11400,Male,Single,35 - 44,36,Sales,Master's Degree,Life Sciences,Sales Representative,Travel_Rarely,1,No,Current Employees,4,1
11401,Female,Divorced,25 - 34,30,HR,Bachelor's Degree,Human Resources,Human Resources,Travel_Frequently,1,Yes,Ex-Employees,4,0
11402,Female,Married,25 - 34,27,HR,Bachelor's Degree,Human Resources,Human Resources,Travel_Frequently,1,Yes,Ex-Employees,2,0
11403,Female,Single,25 - 34,31,R&D,Doctoral Degree,Life Sciences,Manufacturing Director,Travel_Frequently,1,Yes,Ex-Employees,2,0
11404,Female,Single,25 - 34,31,R&D,Bachelor's Degree,Life Sciences,Research Scientist,Travel_Frequently,1,Yes,Ex-Employees,3,0
11405,Female,Single,25 - 34,29,Sales,Bachelor's Degree,Technical Degree,Sales Executive,Travel_Frequently,1,Yes,Ex-Employees,2,0
11406,Female,Single,25 - 34,31,Sales,Master's Degree,Life Sciences,Sales Representative,Travel_Frequently,1,Yes,Ex-Employees,3,0
11407,Female,Married,25 - 34,34,HR,Master's Degree,Technical Degree,Human Resources,Travel_Rarely,1,Yes,Ex-Employees,3,0
11408,Female,Married,45 - 54,53,R&D,Doctoral Degree,Technical Degree,Manufacturing Director,Travel_Rarely,1,Yes,Ex-Employees,4,0
11409,Female,Single,25 - 34,31,R&D,Bachelor's Degree,Life Sciences,Research Scientist,Travel_Rarely,1,Yes,Ex-Employees,2,0
11410,Female,Single,25 - 34,29,Sales,Bachelor's Degree,Marketing,Sales Representative,Travel_Rarely,1,Yes,Ex-Employees,2,0
11411,Male,Married,25 - 34,34,R&D,Master's Degree,Life Sciences,Laboratory Technician,Travel_Frequently,1,Yes,Ex-Employees,1,0
11412,Male,Single,25 - 34,28,R&D,Associates Degree,Medical,Laboratory Technician,Travel_Frequently,1,Yes,Ex-Employees,1,0
11413,Male,Divorced,45 - 54,50,Sales,Master's Degree,Life Sciences,Sales Executive,Travel_Frequently,1,Yes,Ex-Employees,3,0
11414,Male,Married,45 - 54,47,Sales,Bachelor's Degree,Life Sciences,Sales Executive,Travel_Frequently,1,Yes,Ex-Employees,3,0
11415,Male,Married,25 - 34,28,Sales,Bachelor's Degree,Technical Degree,Sales Representative,Travel_Frequently,1,Yes,Ex-Employees,3,0
11416,Male,Married,Under 25,23,Sales,Bachelor's Degree,Marketing,Sales Representative,Travel_Frequently,1,Yes,Ex-Employees,1,0
11417,Male,Single,25 - 34,29,Sales,Bachelor's Degree,Technical Degree,Sales Representative,Travel_Frequently,1,Yes,Ex-Employees,1,0
11418,Male,Married,25 - 34,31,HR,Doctoral Degree,Human Resources,Human Resources,Travel_Rarely,1,Yes,Ex-Employees,1,0
11419,Male,Married,Under 25,24,HR,High School,Human Resources,Human Resources,Travel_Rarely,1,Yes,Ex-Employees,3,0
11420,Male,Divorced,25 - 34,28,R&D,Bachelor's Degree,Technical Degree,Laboratory Technician,Travel_Rarely,1,Yes,Ex-Employees,4,0
11421,Male,Married,Over 55,56,R&D,Associates Degree,Technical Degree,Laboratory Technician,Travel_Rarely,1,Yes,Ex-Employees,3,0
11422,Male,Married,35 - 44,38,R&D,Bachelor's Degree,Medical,Manufacturing Director,Travel_Rarely,1,Yes,Ex-Employees,2,0
11423,Male,Single,25 - 34,29,R&D,Master's Degree,Technical Degree,Research Scientist,Travel_Rarely,1,Yes,Ex-Employees,1,0
11424,Male,Single,Over 55,56,R&D,Associates Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,Yes,Ex-Employees,4,0
11425,Male,Single,35 - 44,40,R&D,Master's Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,Yes,Ex-Employees,1,0
11426,Male,Single,35 - 44,37,R&D,Master's Degree,Medical,Manufacturing Director,Travel_Rarely,1,Yes,Ex-Employees,1,0
11427,Male,Single,25 - 34,32,R&D,Master's Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,Yes,Ex-Employees,2,0
11428,Male,Divorced,45 - 54,46,Sales,Bachelor's Degree,Marketing,Sales Executive,Travel_Rarely,1,Yes,Ex-Employees,4,0
11429,Male,Married,25 - 34,25,Sales,Associates Degree,Life Sciences,Sales Representative,Travel_Rarely,1,Yes,Ex-Employees,1,0
11430,Male,Married,35 - 44,35,Sales,Bachelor's Degree,Medical,Sales Executive,Travel_Rarely,1,Yes,Ex-Employees,1,0
11431,Male,Married,25 - 34,30,Sales,Bachelor's Degree,Life Sciences,Sales Executive,Travel_Rarely,1,Yes,Ex-Employees,1,0
11432,Male,Married,25 - 34,31,Sales,Master's Degree,Marketing,Sales Executive,Travel_Rarely,1,Yes,Ex-Employees,3,0
11433,Male,Single,25 - 34,32,Sales,Associates Degree,Life Sciences,Sales Executive,Travel_Rarely,1,Yes,Ex-Employees,2,0
11434,Male,Single,Under 25,21,Sales,High School,Marketing,Sales Representative,Travel_Rarely,1,Yes,Ex-Employees,2,0
11435,Male,Single,25 - 34,30,Sales,Bachelor's Degree,Medical,Sales Representative,Travel_Rarely,1,Yes,Ex-Employees,4,0
11436,Female,Single,25 - 34,32,R&D,Associates Degree,Life Sciences,Research Scientist,Travel_Frequently,1,Yes,Ex-Employees,3,0
11437,Female,Single,25 - 34,29,R&D,High School,Other,Healthcare Representative,Travel_Frequently,1,Yes,Ex-Employees,4,0
11438,Female,Married,45 - 54,48,Sales,Associates Degree,Medical,Sales Representative,Travel_Frequently,1,Yes,Ex-Employees,3,0
11439,Female,Single,Under 25,18,Sales,Associates Degree,Medical,Sales Representative,Travel_Frequently,1,Yes,Ex-Employees,4,0
11440,Female,Married,25 - 34,26,HR,Associates Degree,Medical,Human Resources,Travel_Rarely,1,Yes,Ex-Employees,2,0
11441,Female,Divorced,35 - 44,35,R&D,Bachelor's Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,Yes,Ex-Employees,1,0
11442,Female,Married,Under 25,22,R&D,High School,Medical,Laboratory Technician,Travel_Rarely,1,Yes,Ex-Employees,1,0
11443,Female,Single,25 - 34,28,Sales,Associates Degree,Marketing,Sales Executive,Travel_Rarely,1,Yes,Ex-Employees,3,0
11444,Male,Divorced,35 - 44,44,R&D,Associates Degree,Medical,Research Scientist,Travel_Frequently,1,Yes,Ex-Employees,2,0
11445,Male,Married,25 - 34,31,R&D,Bachelor's Degree,Life Sciences,Laboratory Technician,Travel_Frequently,1,Yes,Ex-Employees,4,0
11446,Male,Married,35 - 44,43,R&D,Bachelor's Degree,Technical Degree,Research Scientist,Travel_Frequently,1,Yes,Ex-Employees,3,0
11447,Male,Single,Under 25,24,R&D,Bachelor's Degree,Medical,Laboratory Technician,Travel_Frequently,1,Yes,Ex-Employees,1,0
11448,Male,Married,25 - 34,31,Sales,Master's Degree,Marketing,Sales Executive,Travel_Frequently,1,Yes,Ex-Employees,4,0
11449,Male,Divorced,25 - 34,29,HR,Bachelor's Degree,Human Resources,Human Resources,Travel_Rarely,1,Yes,Ex-Employees,1,0
11450,Male,Married,25 - 34,29,R&D,Master's Degree,Medical,Research Scientist,Travel_Rarely,1,Yes,Ex-Employees,4,0
11451,Male,Married,25 - 34,28,R&D,Bachelor's Degree,Medical,Laboratory Technician,Travel_Rarely,1,Yes,Ex-Employees,2,0
11452,Male,Single,35 - 44,40,R&D,Bachelor's Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,Yes,Ex-Employees,1,0
11453,Male,Single,Under 25,23,R&D,High School,Medical,Laboratory Technician,Travel_Rarely,1,Yes,Ex-Employees,3,0
11454,Male,Divorced,45 - 54,50,Sales,Bachelor's Degree,Marketing,Sales Executive,Travel_Rarely,1,Yes,Ex-Employees,1,0
11455,Male,Divorced,35 - 44,35,Sales,Associates Degree,Medical,Sales Executive,Travel_Rarely,1,Yes,Ex-Employees,4,0
11456,Male,Divorced,35 - 44,36,Sales,Doctoral Degree,Marketing,Sales Executive,Travel_Rarely,1,Yes,Ex-Employees,1,0
11457,Male,Single,45 - 54,53,Sales,Master's Degree,Life Sciences,Sales Executive,Travel_Rarely,1,Yes,Ex-Employees,1,0
11458,Male,Single,25 - 34,32,Sales,Master's Degree,Marketing,Sales Executive,Travel_Rarely,1,Yes,Ex-Employees,2,0
11459,Male,Single,35 - 44,35,Sales,Bachelor's Degree,Life Sciences,Sales Executive,Travel_Rarely,1,Yes,Ex-Employees,4,0
11460,Female,Married,45 - 54,46,R&D,Associates Degree,Medical,Healthcare Representative,Travel_Rarely,1,Yes,Ex-Employees,2,0
11461,Female,Married,45 - 54,46,Sales,Bachelor's Degree,Life Sciences,Sales Executive,Travel_Rarely,1,Yes,Ex-Employees,2,0
11462,Male,Single,45 - 54,49,R&D,Associates Degree,Life Sciences,Laboratory Technician,Travel_Frequently,1,Yes,Ex-Employees,1,0
11463,Female,Single,35 - 44,39,R&D,Bachelor's Degree,Life Sciences,Laboratory Technician,Non-Travel,1,Yes,Ex-Employees,1,0
11464,Female,Single,25 - 34,34,Sales,Master's Degree,Medical,Sales Executive,Travel_Rarely,1,Yes,Ex-Employees,2,0
11465,Female,Single,25 - 34,33,Sales,Bachelor's Degree,Life Sciences,Sales Executive,Travel_Rarely,1,Yes,Ex-Employees,1,0
